Epoch_time_ms,Ax,Ay,Az,Gx,Gy,Gz
1609459204000,0.02929688,-0.8666992,0.02929688,-11.40458,-20.67939,1.40458
1609459204217,0.09130858,-0.9194336,0.09130858,-43.19847,0.01526718,-24.41985
1609459205434,0.1489258,-0.9951172,0.1489258,-54.8855,0.5496183,-27.94657
1609459205653,0.1416016,-0.9780273,0.1416016,-20.25954,-23.71756,-12.12214
1609459205920,0.1220703,-1.052734,0.1220703,-2.923664,-40.32061,-12.43511
1609459205137,0.1982422,-0.9672851,0.1982422,15.45802,-29.19084,-9.946565
1609459206356,0.4052734,-0.9096681,0.4052734,16.77099,-17.41985,-21.68702
1609459206612,0.4580078,-0.8916017,0.4580078,15.59542,-62.72519,-11.70992
1609459206866,0.34375,-0.9169922,0.34375,-17.41985,-2.824428,6.335878
1609459206124,0.4892578,-0.9370116,0.4892578,0.02290076,-14.49618,28.9313
1609459207382,0.09667969,-0.8828125,0.09667969,43.45038,-50.61832,-9.229008
1609459207636,0.4873047,-1.283203,0.4873047,-24.8855,86.35114,-31.53435
1609459207888,0.3320313,-0.800293,0.3320313,-46.59542,136.6412,-17.80153
1609459207138,0.2836914,-0.8662109,0.2836914,-30.32825,54.80153,3.89313
1609459208396,0.4487305,-0.9956055,0.4487305,-17.26718,-107.2443,14.89313
1609459208656,0.1694336,-0.8471681,0.1694336,54.39695,1.778626,20.71756
1609459208958,0.3081055,-0.8769531,0.3081055,-65.94656,98.42748,-54.36641
1609459208214,0.1508789,-0.8696289,0.1508789,-25.19084,105.1603,-4.824428
1609459209476,0.4570313,-1.196777,0.4570313,-13.58779,-42.03817,19.18321
1609459209730,0.2924805,-0.8808594,0.2924805,63.09161,-11.51145,13.01527
1609459209984,0.4008789,-1.023438,0.4008789,-51.91603,124.626,-31.22901
1609459209238,0.2666016,-0.8168945,0.2666016,-41.01527,110.6336,-17.53435
1609459210494,0.3066406,-0.8476563,0.3066406,-43.16794,70.41222,12.17557
1609459210754,0.4521484,-0.8676758,0.4521484,4.625954,14.0,25.91603
1609459210018,0.2543945,-1.021973,0.2543945,-6.335878,58.40458,-13.8855
1609459210277,0.4936524,-0.9560548,0.4936524,-5.572519,51.9542,-20.25191
1609459211536,0.3916016,-0.8154297,0.3916016,-17.80916,42.92366,1.648855
1609459211797,0.2900391,-0.7958984,0.2900391,-17.49618,12.00763,5.946565
1609459211054,0.2900391,-0.8369141,0.2900391,-27.76336,-4.068702,-21.26718
