Epoch_time_s,milliseconds_elapsed,Ax,Ay,Az,Gx,Gy,Gz
1609459307,253,-0.1123047,-0.8969727,0.1567383,-13.68702,22.36641,-6.29771
1609459307,555,0.2250977,-1.190918,-0.2563477,19.49618,-79.74809,62.40458
1609459307,806,-0.1914062,-0.9287109,-0.06982422,29.77099,-3.687023,32.94656
1609459308,0,0.06054688,-0.8481445,0.08789062,-8.358779,74.10687,-61.49618
1609459308,256,-0.02001953,-0.9311523,0.1352539,0.01526718,35.38168,-35.0458
1609459308,512,-0.04882812,-1.156738,-0.06152344,-46.36641,-101.0076,48.68702
1609459308,769,-0.04785156,-0.9140625,-0.2416992,26.67939,39.22137,35.12214
1609459309,0,-0.2060547,-0.9472656,-0.0600586,-1.89313,81.06107,-76.64122
1609459309,256,-0.1621094,-0.7871094,0.07617188,45.05344,48.67175,-44.32061
1609459309,518,0.02148438,-0.4160157,0.1225586,31.37405,-37.01527,74.27481
1609459309,774,2.570313,-1.254883,-1.938477,-14.83969,250.1298,-91.00764
1609459310,0,1.673828,0.3706055,-1.177734,-21.38168,-56.58779,-58.32824
1609459310,268,0.7348633,0.5058594,0.06640625,67.32061,-72.0229,15.17557
1609459310,528,0.8769531,-0.2998047,-0.9814452,-180.1603,35.27481,45.54962
1609459311,0,0.6601563,-0.09472656,-0.9008789,-24.28244,39.17557,19.42748
1609459311,259,0.793457,-0.02050781,-0.3706055,-5.076336,-2.694656,-11.67176
1609459311,518,0.8466797,-0.03759766,-0.5214844,6.412214,-12.38168,-12.72519
1609459311,829,1.024902,0.00927734,-0.5185547,7.480916,6.687023,-2.641221
1609459312,0,0.9145508,-0.02392578,-0.5473633,8.015267,-0.1908397,-1.908397
1609459312,261,0.8105469,-0.0336914,-0.5302734,-5.503816,6.114504,-1.244275
1609459312,519,0.8886718,0.01123047,-0.5151367,-14.48855,3.083969,1.70229
1609459312,778,1.0625,-0.04394531,-0.5068359,4.656488,-1.335878,-5.519084
1609459313,0,1.471191,0.2138672,-0.3442383,-42.96183,56.89313,-52.48092
1609459313,265,0.8403319,0.1938477,-0.07177734,20.53435,-57.67176,-9.938931
