Ax,Ay,Az,Gx,Gy,Gz
-0.4013672,0.04541016,0.9248047,7.931298,30.44275,53.35115
-0.2773438,0.262207,0.9423828,21.10687,19.75573,42.8168
-0.277832,0.2421875,0.8549805,-48.21374,-1.183206,43.71756
-0.09472656,-0.01171875,1.192871,-49.48855,1.793893,50.12214
-0.144043,0.04248047,0.8334961,-27.07634,2.618321,22.54198
-0.2416992,0.05126953,0.7519531,24.24427,0.8549618,14.57252
-0.2158203,0.2202148,1.268066,-40.68702,-2.419847,16.67939
-0.2045898,0.1796875,0.8222656,-29.26718,-4.740458,11.61832
-0.190918,0.09472656,0.8803711,4.687023,25.85496,23.57252
-0.4550781,0.001953125,1.165039,-34.63359,-23.23664,-0.3129771
-0.2695313,-0.007324219,0.1875,9.59542,-20.80916,-19.44275
-0.3710938,0.203125,1.022949,16.73282,-0.1526718,0.1603054
-0.3623047,0.3334961,0.9628906,-23.49618,-15.79389,22.15267
-0.253418,0.1455078,0.7001953,-24.63359,3.541985,44.83206
-0.418457,0.1054688,1.36084,-24.17557,-52.17557,15.20611
-0.1567383,0.1030273,0.6972656,16.14504,17.41985,-2.030534
-0.2988281,0.2836914,1.043457,13.13741,23.8855,0.4580153
-0.3276367,0.3706055,0.9038086,-23.08397,-11.67176,36.20611
-0.1367188,0.2177734,0.7099609,-24.19847,2.580153,12.64886
-0.6113281,0.3041992,1.20752,39.05344,-49.41985,-22.93893
-0.2226563,0.1054688,0.6953125,8.145039,-1.358779,-20.50382
-0.284668,0.1220703,0.8583984,48.03817,27.44275,-29.0458
-0.3266602,0.3139648,1.070313,-7.610687,-11.61069,14.03817
-0.1542969,0.1694336,0.6484375,-16.44275,1.343511,18.64122
-0.6420898,0.2871094,1.256348,34.38168,-19.09924,-13.44275
-0.3071289,0.1591797,0.5917969,23.66412,29.48092,3.694656
-0.3774414,0.3881836,1.375977,-84.80916,13.48092,53.16031
-0.2304688,0.2685547,0.6669922,-30.83206,26.61069,63.23664
-0.4819336,0.152832,1.043945,-8.824428,-10.17557,108.9618
-0.3178711,0.06445313,0.7128906,-32.61069,15.52672,64.65649
-0.4633789,0.1557617,0.8657228,1.198473,35.78626,31.74809
-0.1337891,0.2495117,0.8974609,27.82443,11.80153,34.9084
-0.2895508,0.2895508,0.8881836,-39.60305,-3.145038,52.60305
-0.2109375,0.2353516,1.122559,-39.03817,-0.961832,57
-0.2973633,0.190918,0.8286134,-18.49618,-0.1221374,10.45038
-0.3095703,0.3955078,0.984375,3.10687,-13.60305,-3.412214
-0.2822266,0.3789063,0.7426758,5.465649,-8.633588,-4.007634
-0.1083984,0.1542969,0.652832,-23.9771,3.770992,21.64886
-0.3007813,0.2993164,1.223633,-43.00763,-13.27481,3.78626
-0.1162109,0.1259766,0.6142578,45.93893,31.47328,-27.32825
-0.3369141,0.3823242,1.227539,-10.29008,11.70229,8.679389
-0.1928711,0.2412109,0.7241211,-16.54962,6.030534,-5.557252
-0.2158203,0.2119141,0.7841797,6.08397,29.80916,21.54198
-0.3496094,0.2285156,1.113281,-32.0687,-5.374046,4.656488
-0.2036133,0.1328125,0.6630859,13.16031,9.80916,-6.236641
-0.3710938,0.1577148,1.269531,-12.23664,-27.10687,0.05343511
-0.2592773,0.2407227,0.640625,-20.87786,-6.022901,-3.580153
-0.3911133,0.2680664,1.183105,-8.335877,10.73282,2.549618
-0.2167969,0.1958008,0.8842772,10.45038,0.1755725,14.65649
-0.2368164,0.1186523,0.6254883,43.19847,20.12977,15.12214
-0.3745117,0.2578125,1.231934,-17.87023,-23.35878,10.98473
-0.2016602,0.2714844,0.6845703,-27.03817,18.96183,34.06107
-0.3525391,0.2246094,1.182129,-41.12214,42.22901,75.63359
-0.05517578,0.1010742,0.9501953,-64.9771,4.877862,96.94656
-0.1733398,-0.05810547,0.9521484,-38.27481,1.08397,93.1832
-0.2026367,0.08544922,1.062012,13.08397,14.54198,90.0229
0.03173828,0.3271484,0.9692383,37.63359,28.48855,45.75573
-0.1469727,0.3974609,0.7353516,8.305344,37.65649,44.64885
-0.3041992,0.4667969,0.7866211,14.29771,20.25954,37.42748
-0.3398438,0.605957,0.9711914,-43.70229,-13.69466,23.82443
-0.2382813,0.1855469,0.8691406,-41.9084,14.60305,16.53435
-0.2021484,0.1206055,0.7885742,8.312977,17.0916,20.34351
-0.3911133,0.3076172,1.084473,33.34351,-5.251908,-3.183206
-0.1132813,0.3457031,0.8178711,2.656489,-5.877862,-35.32061
-0.2944336,0.4580078,0.8393555,0.1908397,-2.145038,6.908397
-0.2172852,0.4223633,1.143066,-42.36641,-3.679389,16.72519
-0.1547852,0.1821289,0.7788086,-14.30534,17.78626,19.67175
-0.2797852,0.1552734,0.8417969,-1.435114,-2.206107,7.91603
-0.3574219,0.3266602,1.128418,16.44275,-28.64886,-28.67939
-0.09521483,0.2890625,0.7797852,30.80916,6.167939,-23.66412
-0.2763672,0.3920898,0.7543945,4.954198,-4.748092,-9.496183
-0.3222656,0.4765625,0.7963867,8.145039,-8.389313,-7.793893
-0.05859375,0.2416992,0.90625,-24.20611,17.58015,-1.580153
